104.0284423828125,110.10848999023438,0.001
102.27017211914062,106.1485595703125,0.101
126.00936889648438,129.88775634765625,0.201
123.58856201171875,127.69119262695312,0.301
121.39199829101562,125.71377563476562,0.401
120.73455810546875,125.05123901367188,0.501
120.73455810546875,125.05123901367188,0.601
120.73455810546875,125.05123901367188,0.701
120.29116821289062,124.17465209960938,0.801
119.85287475585938,124.17465209960938,0.901
119.63372802734375,123.51211547851562,1.001
119.41458129882812,123.29296875,1.101
118.97628784179688,122.85467529296875,1.201
118.97628784179688,122.63552856445312,1.301
118.75714111328125,121.97299194335938,1.401
118.53799438476562,121.75384521484375,1.501
118.0946044921875,121.3155517578125,1.601
117.65631103515625,120.87725830078125,1.701
117.65631103515625,120.2147216796875,1.801
