0.0,0.0,0.0
0.06103515625,0.0,0.01
0.3662109375,0.0,0.02
0.8544921875,0.0,0.03
1.5869140625,0.0,0.04
2.50244140625,0.0,0.05
3.60107421875,0.0,0.06
4.8828125,0.0,0.07
6.40869140625,0.0,0.08
8.11767578125,0.0,0.09
10.009765625,0.0,0.1
12.14599609375,0.0,0.11
14.46533203125,0.0,0.12
16.9677734375,0.54931640625,0.13
19.71435546875,2.38037109375,0.14
22.5830078125,4.150390625,0.15
25.69580078125,5.9814453125,0.16
29.052734375,9.58251953125,0.17
32.53173828125,13.7939453125,0.18
36.2548828125,16.17431640625,0.19
40.1611328125,20.3857421875,0.2
44.3115234375,22.76611328125,0.21
48.64501953125,26.9775390625,0.22
53.16162109375,31.18896484375,0.23
57.861328125,35.400390625,0.24
62.80517578125,39.55078125,0.25
67.93212890625,45.59326171875,0.26
73.2421875,49.1943359375,0.27
78.7353515625,53.3447265625,0.28
84.47265625,57.55615234375,0.29
90.33203125,63.5986328125,0.3
96.61865234375,71.35009765625,0.31
102.9052734375,77.392578125,0.32
109.43603515625,80.99365234375,0.33
116.14990234375,87.58544921875,0.34
123.046875,92.95654296875,0.35
130.18798828125,97.7783203125,0.36
137.51220703125,106.201171875,0.37
145.01953125,113.95263671875,0.38
152.7099609375,120.54443359375,0.39
160.64453125,125.9765625,0.4
168.9453125,133.1787109375,0.41
177.24609375,142.15087890625,0.42
185.791015625,149.35302734375,0.43
194.51904296875,155.3955078125,0.44
203.369140625,164.97802734375,0.45
212.21923828125,174.560546875,0.46
220.8251953125,179.99267578125,0.47
229.248046875,187.744140625,0.48
237.48779296875,198.54736328125,0.49
245.4833984375,205.4443359375,0.5
253.47900390625,211.7919921875,0.51
261.1083984375,218.994140625,0.52
268.49365234375,227.35595703125,0.53
275.7568359375,235.16845703125,0.54
282.77587890625,241.14990234375,0.55
289.61181640625,248.35205078125,0.56
296.20361328125,256.16455078125,0.57
302.6123046875,262.75634765625,0.58
308.837890625,269.34814453125,0.59
314.88037109375,276.0009765625,0.6
320.80078125,281.982421875,0.61
326.416015625,287.9638671875,0.62
331.84814453125,294.5556640625,0.63
337.0361328125,300.59814453125,0.64
342.10205078125,305.96923828125,0.65
346.86279296875,311.95068359375,0.66
351.50146484375,316.7724609375,0.67
355.89599609375,322.75390625,0.68
360.16845703125,327.57568359375,0.69
364.1357421875,332.3974609375,0.7
368.0419921875,336.5478515625,0.71
371.64306640625,341.97998046875,0.72
375.06103515625,346.19140625,0.73
378.2958984375,350.40283203125,0.74
381.28662109375,354.00390625,0.75
384.09423828125,358.154296875,0.76
386.71875,361.75537109375,0.77
389.16015625,365.3564453125,0.78
391.357421875,368.408203125,0.79
393.37158203125,371.39892578125,0.8
395.20263671875,374.3896484375,0.81
396.8505859375,377.38037109375,0.82
398.25439453125,379.150390625,0.83
399.4140625,382.2021484375,0.84
400.45166015625,384.58251953125,0.85
401.2451171875,385.80322265625,0.86
401.85546875,388.18359375,0.87
402.28271484375,389.404296875,0.88
402.4658203125,390.56396484375,0.89
402.4658203125,391.78466796875,0.9
402.28271484375,392.39501953125,0.91
401.91650390625,393.5546875,0.92
401.30615234375,394.775390625,0.93
400.634765625,394.1650390625,0.94
400.146484375,394.1650390625,0.95
399.90234375,395.3857421875,0.96
399.7802734375,394.775390625,0.97
399.90234375,395.3857421875,0.98
400.0244140625,395.3857421875,0.99
399.96337890625,395.99609375,1.0
399.96337890625,396.6064453125,1.01
399.96337890625,396.6064453125,1.02
399.96337890625,397.15576171875,1.03
399.96337890625,397.76611328125,1.04
399.96337890625,397.15576171875,1.05
399.96337890625,397.76611328125,1.06
399.96337890625,397.76611328125,1.07
399.96337890625,397.76611328125,1.08
399.96337890625,398.37646484375,1.09
399.96337890625,397.76611328125,1.1
399.96337890625,398.98681640625,1.11
399.96337890625,398.37646484375,1.12
399.96337890625,398.37646484375,1.13
399.96337890625,398.37646484375,1.14
399.96337890625,399.59716796875,1.15
399.96337890625,398.98681640625,1.16
399.96337890625,398.37646484375,1.17
399.96337890625,399.59716796875,1.18
399.96337890625,398.98681640625,1.19
399.96337890625,399.59716796875,1.2
399.96337890625,399.59716796875,1.21
399.96337890625,398.98681640625,1.22
399.96337890625,399.59716796875,1.23
399.96337890625,399.59716796875,1.24
399.96337890625,398.98681640625,1.25
399.96337890625,399.59716796875,1.26
399.96337890625,400.20751953125,1.27
399.96337890625,398.98681640625,1.28
399.96337890625,399.59716796875,1.29
399.96337890625,400.20751953125,1.3
399.96337890625,399.59716796875,1.31
399.96337890625,399.59716796875,1.32
399.96337890625,400.20751953125,1.33
399.96337890625,399.59716796875,1.34
399.96337890625,400.20751953125,1.35
399.96337890625,399.59716796875,1.36
399.96337890625,399.59716796875,1.37
399.96337890625,400.20751953125,1.38
399.96337890625,399.59716796875,1.39
399.96337890625,399.59716796875,1.4
399.96337890625,400.20751953125,1.41
399.96337890625,400.20751953125,1.42
399.96337890625,399.59716796875,1.43
399.96337890625,399.59716796875,1.44
399.96337890625,400.20751953125,1.45
399.96337890625,400.20751953125,1.46
399.96337890625,399.59716796875,1.47
399.96337890625,400.20751953125,1.48
399.96337890625,400.20751953125,1.49
399.96337890625,400.20751953125,1.5
399.96337890625,399.59716796875,1.51
399.96337890625,400.20751953125,1.52
399.96337890625,399.59716796875,1.53
399.96337890625,400.20751953125,1.54
399.96337890625,400.20751953125,1.55
399.96337890625,399.59716796875,1.56
399.96337890625,400.20751953125,1.57
399.96337890625,399.59716796875,1.58
399.96337890625,400.20751953125,1.59
